company_name,city,state,funding_stage,last_funding_date,estimated_revenue,operating_status,website,full_description,employee_range,contact_email,founder_name,industries
Altana,New York,New York,Series C,"Jul 29, 2024",,Active,altana.ai,"Altana is the only Product Network connecting buyers, suppliers, logistics providers, and government agencies to drive resilience, compliance, and efficiency across the global supply chain. By applying artificial intelligence to the world’s largest body of supply chain data, Altana reveals these previously opaque global networks and powers workflows across them. Customers like Boston Scientific, General Atomics, L.L.Bean, Maersk, US Customs and Border Protection, and the UK Ministry of Defence and Department of Business and Trade use Altana to design optimal product lines, protect national security, and promote economic growth through collaboration.",101-250,info@altana.ai,Evan Smith,"Transportation, Data Integration, Logistics, Software, Supply Chain Management"
Clutch,San Francisco,California,Series B,"Jan 23, 2025",$100M to $500M,Active,www.withclutch.com,"Clutch provides solutions for transforming Credit Unions into modern FinTechs, focusing on loan and deposit onboarding. The company addresses inefficiencies in traditional banking by offering tailored digital experiences that improve member satisfaction and operational efficiency.",101-250,refi@withclutch.com,Christopher Coleman,"Finance, Financial Services, FinTech"
Stablecore,Dallas,Texas,Series A,"Sep 16, 2025",,Active,stablecore.com/,,1-10,,,"Asset Management, Financial Services, Non-Fungible Token (NFT)"
webAI,Austin,Texas,Series A,"Jan 13, 2026",$1M to $10M,Active,www.webai.com,,51-100,,David Stout,"Science and Engineering, Software, Artificial Intelligence (AI), Information Technology, Machine Learning"
Alembic,San Francisco,California,Series B,"Nov 13, 2025",,Active,getalembic.com,"Alembic’s software predicts revenue and ROI from marketing, applying AI and mathematics developed during the pandemic to identify causes, treatments, and mortality in disparate data and populations. Based on the results, Alembic analyzes and evaluates unstructured and complex data to predict marketing ROI and future revenue. Alembic is proud to have Fortune 200 and top brands as customers, including NVIDIA, Texas A&M, and North Sails.",101-250,PRforAlembic@bospar.com,John Adams,"Software, Big Data, Business Intelligence, Marketing, Predictive Analytics, SaaS"
Perelel,Los Angeles,California,Series A,"Nov 20, 2025",$10M to $50M,Active,perelelhealth.com,Perelel is a supplement manufacturer designed for various stages of a woman's reproductive life cycle.,11-50,hi@perelelhealth.com,Banafsheh Bayati,"Science and Engineering, Biotechnology, Health Care, Life Science, Retail"
True Footage,Austin,Texas,Series C,"Apr 7, 2026",$1M to $10M,Active,truefootage.tech,True Footage is a residential valuation company providing services in the appraisal space and building software for the valuation space,251-500,,John Liss,"Consulting, Residential, Tax Consulting"
Indigo,New York,New York,Seed,"Jan 23, 2025",$1M to $10M,Active,www.indigo.app,,1-10,,Frances Bryant,"Science and Engineering, Software, Artificial Intelligence (AI), Real Estate, Residential"
Videa,Boston,Massachusetts,Series B,"Jan 28, 2025",$1M to $10M,Active,videa.ai/,"VideaHealth is offers dentistAI’s software automatically detects pathologies in dental imaging, helping dentists avoid missing diseases and effectively communicating treatment recommendations to patients. Today, dentists miss up to 50% of pathologies in dental x-rays. Treatment delays or non-treatment often results in significant health risks for the patient and a loss of revenue for the dentists as he cannot treat missed diseases.",51-100,,Florian Hillen,"Software, Biotechnology, Health Care"
PlayerZero,Atlanta,Georgia,Series A,"Jul 30, 2025",$1M to $10M,Active,www.playerzero.ai,"PlayerZero delivers an AI-powered platform that helps engineering teams resolve software defects, predict future issues, and accelerate overall development quality. The platform integrates telemetry, user sessions, support tickets, and code repositories to trace problems directly to specific lines of code. It supports proactive detection of regressions, anomaly monitoring, and context-aware documentation using natural language queries. PlayerZero enables automated defect resolution agents and predictive analysis engines grounded in live user behavior and historical commit data. The system emphasizes data privacy by masking sensitive information in the browser and allowing clients to use their own secure storage for session data.",1-10,marketing@testgram.ai,Animesh Koratana,"Software, Artificial Intelligence (AI), Developer Platform, Developer Tools"
Kite AI,San Francisco,California,Series A,"Oct 27, 2025",,Active,gokite.ai/,"Kite AI is building the base layer for the agentic internet: an open, decentralized infrastructure where autonomous agents can operate with interoperability and verifiability.  By leveraging a network design that incentivizes both the provision and consumption of agentic services,  Kite provides unified identity, payment, and governance rails that allow agents to authenticate, transact, and coordinate securely without intermediaries. Leveraging a protocol to protocol token model that promotes ecosystem alignment, Kite is convening a vertically integrated AI ecosystem purpose-built to drive real business outcomes and long term network sustainability
Backed by leading investors including PayPal Ventures, General Catalyst, 8VC, Samsung Next, and others, Kite AI is led by AI and systems infrastructure veterans from Databricks, Uber, Salesforce, and Near, and supported by partners across AI and enterprise technology. landscape.",11-50,Laughing.qiao@gokite.ai,Chi Zhang,"Information Technology, Other, Science and Engineering, Artificial Intelligence (AI), Blockchain"
Runpod,Mount Laurel,New Jersey,Seed,"May 8, 2024",$1M to $10M,Active,www.runpod.io,"Runpod is a cloud platform specifically designed for AI, providing GPU infrastructure that simplifies the building and deployment of models in a matter of seconds. It offers cost-effective GPU cloud computing services tailored for training, deploying, and scaling AI models efficiently.",51-100,support@runpod.io,Pardeep Singh,"Internet Services, Science and Engineering, Software, AI Infrastructure, Artificial Intelligence (AI), Cloud Infrastructure, GPU"
Ricursive Intelligence,Palo Alto,California,Series A,"Jan 26, 2026",,Active,www.ricursive.com,"Ricursive Intelligence develops AI-driven systems that automate and optimize semiconductor design by creating a feedback loop where machine learning models design the next generation of chips, and those chips support more capable models. The company focuses on compressing traditional chip development processes by applying recursive AI techniques to tasks like layout, floorplanning, and verification to deliver ready-to-build chip designs. Its technology builds on methods used to design multiple generations of AI accelerator hardware, and it aims to enable closer co-evolution of compute and intelligence within the broader technology ecosystem. Ricursive Intelligence engages with enterprise partners to bring its platforms and tools into practical deployment.",1-10,info@ricursive.com,Anna Goldie,"Science and Engineering, Software, AI Infrastructure, Artificial Intelligence (AI), Business Intelligence, Semiconductor"
